listing_type	brand	title	category_code	href	image	gst	price	mrp	qty	basecolor	color	size	weight	dimensions	origin	material	image1	image2	image3	image4	image5	description
SUB							290	350	15	Pink	Sky Blue-Pink	M	470 Grams	34 x 26 x 8 cms	India	Cotton	add8e6/3b2f2f?text=1&font=roboto, image 1	add8e6/3b2f2f?text=2&font=roboto, image 2	add8e6/3b2f2f?text=3&font=roboto, image 3	add8e6/3b2f2f?text=4&font=roboto, image 4	add8e6/3b2f2f?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							300	350	15	Pink	Sky Blue-Pink	L	470 Grams	34 x 26 x 8 cms	India	Cotton	add8e6/3b2f2f?text=1&font=roboto, image 1	add8e6/3b2f2f?text=2&font=roboto, image 2	add8e6/3b2f2f?text=3&font=roboto, image 3	add8e6/3b2f2f?text=4&font=roboto, image 4	add8e6/3b2f2f?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							310	350	15	Pink	Sky Blue-Pink	XL	470 Grams	34 x 26 x 8 cms	India	Cotton	add8e6/3b2f2f?text=1&font=roboto, image 1	add8e6/3b2f2f?text=2&font=roboto, image 2	add8e6/3b2f2f?text=3&font=roboto, image 3	add8e6/3b2f2f?text=4&font=roboto, image 4	add8e6/3b2f2f?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							270	350	15	Pink	Purple-Pink	XS	470 Grams	34 x 26 x 8 cms	India	Cotton	ba55d3/eee?text=1&font=roboto, image 1	ba55d3/eee?text=2&font=roboto, image 2	ba55d3/eee?text=3&font=roboto, image 3	ba55d3/eee?text=4&font=roboto, image 4	ba55d3/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							280	350	15	Pink	Purple-Pink	S	470 Grams	34 x 26 x 8 cms	India	Cotton	ba55d3/eee?text=1&font=roboto, image 1	ba55d3/eee?text=2&font=roboto, image 2	ba55d3/eee?text=3&font=roboto, image 3	ba55d3/eee?text=4&font=roboto, image 4	ba55d3/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							290	350	15	Pink	Purple-Pink	M	470 Grams	34 x 26 x 8 cms	India	Cotton	ba55d3/eee?text=1&font=roboto, image 1	ba55d3/eee?text=2&font=roboto, image 2	ba55d3/eee?text=3&font=roboto, image 3	ba55d3/eee?text=4&font=roboto, image 4	ba55d3/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							300	350	15	Pink	Purple-Pink	L	470 Grams	34 x 26 x 8 cms	India	Cotton	ba55d3/eee?text=1&font=roboto, image 1	ba55d3/eee?text=2&font=roboto, image 2	ba55d3/eee?text=3&font=roboto, image 3	ba55d3/eee?text=4&font=roboto, image 4	ba55d3/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							310	350	15	Pink	Purple-Pink	XL	470 Grams	34 x 26 x 8 cms	India	Cotton	ba55d3/eee?text=1&font=roboto, image 1	ba55d3/eee?text=2&font=roboto, image 2	ba55d3/eee?text=3&font=roboto, image 3	ba55d3/eee?text=4&font=roboto, image 4	ba55d3/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
MAIN	Urbano	Men's Cotton Printed Black Hoodie	camxho	Urbano-printed-cotton-hoodie	1a2228/eee?text=FusionX&font=roboto,image_alt	5																
SUB							900	995	15	Black	Black	S	600 Grams	34 x 26 x 8 cms	India	Cotton	1a2228/eee?text=1&font=roboto, image 1	1a2228/eee?text=2&font=roboto, image 2	1a2228/eee?text=3&font=roboto, image 3	1a2228/eee?text=4&font=roboto, image 4	1a2228/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							910	995	15	Black	Black	M	600 Grams	34 x 26 x 8 cms	India	Cotton	1a2228/eee?text=1&font=roboto, image 1	1a2228/eee?text=2&font=roboto, image 2	1a2228/eee?text=3&font=roboto, image 3	1a2228/eee?text=4&font=roboto, image 4	1a2228/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							920	995	15	Black	Black	L	600 Grams	34 x 26 x 8 cms	India	Cotton	1a2228/eee?text=1&font=roboto, image 1	1a2228/eee?text=2&font=roboto, image 2	1a2228/eee?text=3&font=roboto, image 3	1a2228/eee?text=4&font=roboto, image 4	1a2228/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							930	995	15	Black	Black	XL	600 Grams	34 x 26 x 8 cms	India	Cotton	1a2228/eee?text=1&font=roboto, image 1	1a2228/eee?text=2&font=roboto, image 2	1a2228/eee?text=3&font=roboto, image 3	1a2228/eee?text=4&font=roboto, image 4	1a2228/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							940	995	15	Black	Black	XXL	600 Grams	34 x 26 x 8 cms	India	Cotton	1a2228/eee?text=1&font=roboto, image 1	1a2228/eee?text=2&font=roboto, image 2	1a2228/eee?text=3&font=roboto, image 3	1a2228/eee?text=4&font=roboto, image 4	1a2228/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
MAIN	Apollo	Men's Sports Cotton Shorts	camxsh	Apollo-sports-shorts	36454f/eee?text=FusionX&font=roboto,image_alt	5																
SUB							600	750	15	Black	Charcoal	S	400 Grams	24 x 24 x 3 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							610	750	15	Black	Charcoal	M	400 Grams	24 x 24 x 3 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							620	750	15	Black	Charcoal	L	400 Grams	24 x 24 x 3 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							630	750	15	Black	Charcoal	XL	400 Grams	24 x 24 x 3 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							640	750	15	Black	Charcoal	XXL	400 Grams	24 x 24 x 3 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							600	750	15	Blue	Navy Blue	S	400 Grams	24 x 24 x 3 cms	India	Cotton	323299/eee?text=1&font=roboto, image 1	323299/eee?text=2&font=roboto, image 2	323299/eee?text=3&font=roboto, image 3	323299/eee?text=4&font=roboto, image 4	323299/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							610	750	15	Blue	Navy Blue	M	400 Grams	24 x 24 x 3 cms	India	Cotton	323299/eee?text=1&font=roboto, image 1	323299/eee?text=2&font=roboto, image 2	323299/eee?text=3&font=roboto, image 3	323299/eee?text=4&font=roboto, image 4	323299/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							620	750	15	Blue	Navy Blue	L	400 Grams	24 x 24 x 3 cms	India	Cotton	323299/eee?text=1&font=roboto, image 1	323299/eee?text=2&font=roboto, image 2	323299/eee?text=3&font=roboto, image 3	323299/eee?text=4&font=roboto, image 4	323299/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							630	750	15	Blue	Navy Blue	XL	400 Grams	24 x 24 x 3 cms	India	Cotton	323299/eee?text=1&font=roboto, image 1	323299/eee?text=2&font=roboto, image 2	323299/eee?text=3&font=roboto, image 3	323299/eee?text=4&font=roboto, image 4	323299/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							640	750	15	Blue	Navy Blue	XXL	400 Grams	24 x 24 x 3 cms	India	Cotton	323299/eee?text=1&font=roboto, image 1	323299/eee?text=2&font=roboto, image 2	323299/eee?text=3&font=roboto, image 3	323299/eee?text=4&font=roboto, image 4	323299/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							600	750	15	White	Grey Melange	S	400 Grams	24 x 24 x 3 cms	India	Cotton	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							610	750	15	White	Grey Melange	M	400 Grams	24 x 24 x 3 cms	India	Cotton	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							620	750	15	White	Grey Melange	L	400 Grams	24 x 24 x 3 cms	India	Cotton	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							630	750	15	White	Grey Melange	XL	400 Grams	24 x 24 x 3 cms	India	Cotton	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							640	750	15	White	Grey Melange	XXL	400 Grams	24 x 24 x 3 cms	India	Cotton	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
